instance,route_index,route_source,seed,source_node,source_cost,source_gain,removal_saving,slack,late,waiting,is_oracle_source,actionable
rc_201.1,3,final-feasible,1,18,482.8134,0,15.6702,58.7697000000001,0,0,0,0
rc_201.1,3,final-feasible,1,2,482.8134,0,18.0108,98.3055000000001,0,0,0,0
rc_201.1,3,final-feasible,1,4,482.8134,0,10.4993,117.5352,0,0,0,0
rc_201.1,3,final-feasible,1,13,482.8134,0,33.8258,115.3931,0,0,0,0
rc_201.1,3,final-feasible,1,12,482.8134,0,10.9785,8.89800000000002,0,0,0,0
rc_201.1,3,final-feasible,1,20,482.8134,0,26.9862,8.35400000000004,0,0,0,0
rc_201.1,3,final-feasible,1,11,482.8134,0,14.2343,70.6475,0,0,0,0
rc_201.1,3,final-feasible,1,3,482.8134,0,10.0027,120,0,34.6475,0,0
rc_201.1,3,final-feasible,1,16,482.8134,0,10.004,116.9773,0,0,0,0
rc_201.1,4,first-feasible,2,15,493.3009,0,11.1644,119.8197,0,0,0,1
rc_201.1,4,first-feasible,2,19,493.3009,0,13.2472,120,0,74.6002,0,1
rc_201.1,4,first-feasible,2,14,493.3009,0,12.3252,13.9168,0,0,0,1
rc_201.1,4,first-feasible,2,10,493.3009,0,10.4254,24.3013,0,0,0,1
rc_201.1,4,first-feasible,2,6,493.3009,0,14.5651,74.699,0,0,0,1
rc_201.1,4,first-feasible,2,9,489.8978,3.40309999999999,17.4031,74.2959,0,0,0,1
rc_201.1,4,first-feasible,2,8,491.9908,1.31010000000003,16.6023,120,0,20.2959,0,1
rc_201.1,4,first-feasible,2,5,491.5117,1.78920000000005,18.2171,1.39769999999999,0,0,0,1
rc_201.1,4,first-feasible,2,7,493.3009,0,10.1453,34.3977,0,0,0,1
rc_201.1,4,first-feasible,2,17,493.3009,0,29.3892,71.4719,0,0,0,1
rc_201.1,4,first-feasible,2,18,493.3009,0,15.6702,31.2064,0,0,0,1
rc_201.1,4,first-feasible,2,2,493.3009,0,18.0108,70.7422,0,0,0,1
rc_201.1,4,first-feasible,2,4,490.7534,2.54750000000007,17.9806,89.9719,0,0,0,1
rc_201.1,4,first-feasible,2,12,493.3009,0,10.0038,15.1605,0,0,0,1
rc_201.1,4,first-feasible,2,20,477.354,15.9469,26.1095,14.6165,0,0,1,1
rc_201.1,4,first-feasible,2,13,493.3009,0,37.0459,24.5559,0,0,0,1
rc_201.1,4,first-feasible,2,11,493.3009,0,15.0713,39.8641,0,0,0,1
rc_201.1,4,first-feasible,2,3,493.3009,0,10.0027,120,0,3.86410000000001,0,1
rc_201.1,4,first-feasible,2,16,493.3009,0,10.004,116.9773,0,0,0,1
rc_201.1,5,first-feasible,3,14,561.9947,7.00720000000001,73.9264,119.9488,0,0,0,1
rc_201.1,5,first-feasible,3,15,561.9947,7.00720000000001,25.1918,45.8933,0,0,0,1
rc_201.1,5,first-feasible,3,19,569.0019,0,17.1493,120,0,0.6738,0,1
rc_201.1,5,first-feasible,3,5,555.5288,13.4730999999999,33.9064,92.8622,0,0,1,1
rc_201.1,5,first-feasible,3,10,556.4663,12.5355999999999,26.9134,2.7201,0,0,0,1
rc_201.1,5,first-feasible,3,6,569.0019,0,16.7713,53.1178,0,0,0,1
rc_201.1,5,first-feasible,3,8,567.2747,1.72719999999993,12.5969,120,0,16.1178,0,1
rc_201.1,5,first-feasible,3,9,567.8203,1.1816,11.6148,24,0,0,0,1
rc_201.1,5,first-feasible,3,7,567.8203,1.1816,13.5668,41,0,0,0,1
rc_201.1,5,first-feasible,3,18,569.0019,0,19.1572,67.1979,0,0,0,1
rc_201.1,5,first-feasible,3,12,565.882,3.11990000000003,16.5762,105.7639,0,0,0,1
rc_201.1,5,first-feasible,3,20,569.0019,0,13.8006,105.2199,0,0,0,1
rc_201.1,5,first-feasible,3,17,557.5916,11.4103,40.7995,0.193600000000004,0,0,0,1
rc_201.1,5,first-feasible,3,4,564.6656,4.33629999999994,14.8356,61.0688,0,0,0,1
rc_201.1,5,first-feasible,3,2,564.6656,4.33629999999994,31.0413,0.29849999999999,0,0,0,1
rc_201.1,5,first-feasible,3,13,569.0019,0,39.8356,27.8854,0,0,0,1
rc_201.1,5,first-feasible,3,3,568.0759,0.926000000000045,10.9287,120,0,22.2649,0,1
rc_201.1,5,first-feasible,3,11,563.5634,5.43849999999998,15.9973,10,0,0,0,1
rc_201.1,5,first-feasible,3,16,569.0019,0,10.0058,100.98,0,0,0,1
rc_201.1,6,first-feasible,4,14,512.7629,61.6012000000001,73.9264,119.9488,0,0,1,1
rc_201.1,6,first-feasible,4,15,567.3569,7.00720000000001,25.1918,45.8933,0,0,0,1
rc_201.1,6,first-feasible,4,19,574.3641,0,15.3915,120,0,0.6738,0,1
rc_201.1,6,first-feasible,4,10,574.3641,0,16.4031,36.6265,0,0,0,1
rc_201.1,6,first-feasible,4,7,573.308,1.05610000000001,12.0382,120,0,9.4462,0,1
rc_201.1,6,first-feasible,4,5,574.3641,0,15.4458,57,0,0,0,1
rc_201.1,6,first-feasible,4,6,571.9372,2.42689999999993,15.2341,44.169,0,0,0,1
rc_201.1,6,first-feasible,4,9,574.3641,0,10.94,43.7659,0,0,0,1
rc_201.1,6,first-feasible,4,17,574.3641,0,29.0302,111.7659,0,0,0,1
rc_201.1,6,first-feasible,4,18,545.9419,28.4222,46.7193,71.5004,0,0,0,1
rc_201.1,6,first-feasible,4,8,529.1147,45.2494,57.8463,6.21379999999999,0,0,0,1
rc_201.1,6,first-feasible,4,20,574.3641,0,10.0236,68.2523,0,0,0,1
rc_201.1,6,first-feasible,4,12,574.3641,0,10.9726,31.7083,0,0,0,1
rc_201.1,6,first-feasible,4,2,574.3641,0,23.56,12.1072,0,0,0,1
rc_201.1,6,first-feasible,4,4,574.3641,0,10.4993,31.3369,0,0,0,1
rc_201.1,6,first-feasible,4,13,574.3641,0,37.7626,29.1948,0,0,0,1
rc_201.1,6,first-feasible,4,3,573.4381,0.926000000000045,10.9287,120,0,23.5743,0,1
rc_201.1,6,first-feasible,4,11,568.4822,5.88190000000009,15.9973,10,0,0,0,1
rc_201.1,6,first-feasible,4,16,574.3641,0,10.0058,100.98,0,0,0,1
rc_201.1,7,first-feasible,5,15,531.7378,0,11.1644,119.8197,0,0,0,1
rc_201.1,7,first-feasible,5,19,531.7378,0,13.2472,120,0,74.6002,0,1
rc_201.1,7,first-feasible,5,14,531.7378,0,12.3252,13.9168,0,0,0,1
rc_201.1,7,first-feasible,5,10,531.7378,0,10.4254,24.3013,0,0,0,1
rc_201.1,7,first-feasible,5,6,531.7378,0,12.8072,74.699,0,0,0,1
rc_201.1,7,first-feasible,5,7,530.901,0.836800000000039,10.9821,104.3138,0,0,0,1
rc_201.1,7,first-feasible,5,9,530.3425,1.39530000000002,11.6148,63.3138,0,0,0,1
rc_201.1,7,first-feasible,5,8,528.7901,2.94770000000005,16.6023,120,0,9.31380000000001,0,1
rc_201.1,7,first-feasible,5,5,523.6336,8.10420000000011,23.55,1.39769999999999,0,0,0,1
rc_201.1,7,first-feasible,5,17,531.7378,0,26.6308,81.6172,0,0,0,1
rc_201.1,7,first-feasible,5,20,531.7378,0,10.1626,120,0,8.59089999999998,0,1
rc_201.1,7,first-feasible,5,18,531.7378,0,17.2739,22.5982,0,0,0,1
rc_201.1,7,first-feasible,5,4,505.1926,26.5452,36.6011,99.3745,0,0,0,1
rc_201.1,7,first-feasible,5,12,513.1173,18.6205,33.6422,24.5631,0,0,0,1
rc_201.1,7,first-feasible,5,2,522.2295,9.50829999999996,27.5191,4.96200000000005,0,0,0,1
rc_201.1,7,first-feasible,5,13,505.8636,25.8742,44.8248,32.5489000000001,0,0,0,1
rc_201.1,7,first-feasible,5,11,505.8636,25.8742,36.433,47.8571000000001,0,0,0,1
rc_201.1,7,first-feasible,5,16,487.6991,44.0387,54.0427,120,0,18.8371000000001,1,1
rc_201.1,7,first-feasible,5,3,487.6991,44.0387,54.0414,58.9773,0,0,0,1
rc_201.1,8,first-feasible,6,15,576.9545,0,18.1846,119.8197,0,0,0,1
rc_201.1,8,first-feasible,6,14,574.8102,2.14429999999993,14.4695,101.7642,0,0,0,1
rc_201.1,8,first-feasible,6,10,542.4265,34.528,48.9058,112.1487,0,0,0,1
rc_201.1,8,first-feasible,6,19,487.8325,89.122,102.3692,78.7752,0,0,1,1
rc_201.1,8,first-feasible,6,5,574.4227,2.53179999999998,18.9597,51.6374,0,0,0,1
rc_201.1,8,first-feasible,6,6,574.4227,2.53179999999998,15.2341,38.8064,0,0,0,1
rc_201.1,8,first-feasible,6,9,573.9554,2.9991,13.0179,38.4033,0,0,0,1
rc_201.1,8,first-feasible,6,7,574.5822,2.3723,12.3852,55.4033,0,0,0,1
rc_201.1,8,first-feasible,6,8,574.2592,2.69529999999997,15.2922,92.0181,0,0,0,1
rc_201.1,8,first-feasible,6,17,576.9545,0,33.8117,77.1853,0,0,0,1
rc_201.1,8,first-feasible,6,18,576.9545,0,15.6702,36.9198,0,0,0,1
rc_201.1,8,first-feasible,6,2,555.3365,21.6180000000001,42.2349,76.4556,0,0,0,1
rc_201.1,8,first-feasible,6,20,561.0017,15.9528,26.1154,49.2831,0,0,0,1
rc_201.1,8,first-feasible,6,12,576.9545,0,10.1018,12.7391,0,0,0,1
rc_201.1,8,first-feasible,6,11,576.9545,0,13.0585,101.4748,0,0,0,1
rc_201.1,8,first-feasible,6,4,576.9545,0,10.0559,22.8692,0,0,0,1
rc_201.1,8,first-feasible,6,13,576.9545,0,37.7626,20.7271000000001,0,0,0,1
rc_201.1,8,first-feasible,6,3,576.9545,0,31.3644,120,0,15.1066000000001,0,1
rc_201.1,8,first-feasible,6,16,576.9545,0,10.004,116.9773,0,0,0,1
rc_201.1,9,first-feasible,7,15,473.8219,0,11.1644,119.8197,0,0,0,1
rc_201.1,9,first-feasible,7,19,473.8219,0,13.2472,120,0,74.6002,0,1
rc_201.1,9,first-feasible,7,14,473.8219,0,12.3252,13.9168,0,0,0,1
rc_201.1,9,first-feasible,7,10,473.8219,0,12.641,24.3013,0,0,0,1
rc_201.1,9,first-feasible,7,7,471.0819,2.74000000000001,12.74,117.121,0,0,0,1
rc_201.1,9,first-feasible,7,9,470.7619,3.05999999999995,14,76.121,0,0,0,1
rc_201.1,9,first-feasible,7,5,471.1814,2.64049999999997,20.6023,40.121,0,0,0,1
rc_201.1,9,first-feasible,7,8,467.4203,6.40160000000003,16.7713,120,0,1.51870000000002,0,1
rc_201.1,9,first-feasible,7,6,467.4203,6.40160000000003,17.6303,9,0,0,0,1
rc_201.1,9,first-feasible,7,17,473.8219,0,34.0135,87.5369,0,0,0,1
rc_201.1,9,first-feasible,7,18,459.478,14.3439,32.641,47.2714,0,0,1,1
rc_201.1,9,first-feasible,7,20,463.4727,10.3492,20.5118,101.8696,0,0,0,1
rc_201.1,9,first-feasible,7,12,473.8219,0,10.9726,65.3256,0,0,0,1
rc_201.1,9,first-feasible,7,2,473.8219,0,23.56,45.7245,0,0,0,1
rc_201.1,9,first-feasible,7,4,473.3785,0.443400000000054,10.4993,64.9542,0,0,0,1
rc_201.1,9,first-feasible,7,13,473.3785,0.443400000000054,38.2283,62.8121,0,0,0,1
rc_201.1,9,first-feasible,7,11,468.866,4.9559000000001,15.0713,78.1203,0,0,0,1
rc_201.1,9,first-feasible,7,3,473.8219,0,10.0027,120,0,42.1203,0,1
rc_201.1,9,first-feasible,7,16,473.8219,0,10.004,116.9773,0,0,0,1
rc_201.1,10,final-feasible,7,15,449.893,0,11.1644,119.8197,0,0,0,1
rc_201.1,10,final-feasible,7,19,449.893,0,13.2472,120,0,74.6002,0,1
rc_201.1,10,final-feasible,7,14,449.893,0,12.3252,13.9168,0,0,0,1
rc_201.1,10,final-feasible,7,10,449.893,0,13.5967,24.3013,0,0,0,1
rc_201.1,10,final-feasible,7,9,449.893,0,11.26,88.861,0,0,0,1
rc_201.1,10,final-feasible,7,7,449.893,0,10,105.861,0,0,0,1
rc_201.1,10,final-feasible,7,5,449.893,0,15.4458,42.861,0,0,0,1
rc_201.1,10,final-feasible,7,6,449.893,0,11.2287,30.03,0,0,0,1
rc_201.1,10,final-feasible,7,8,449.893,0,10.3697,113.03,0,0,0,1
rc_201.1,10,final-feasible,7,17,449.893,0,29.8976,98.1972,0,0,0,1
rc_201.1,10,final-feasible,7,20,449.893,0,13.8006,120,0,25.1709,0,1
rc_201.1,10,final-feasible,7,12,449.893,0,16.5762,83.456,0,0,0,1
rc_201.1,10,final-feasible,7,18,449.893,0,18.2971,6.02199999999999,0,0,0,1
rc_201.1,10,final-feasible,7,2,449.893,0,19.1817,45.5578,0,0,0,1
rc_201.1,10,final-feasible,7,13,449.893,0,37.7849,73.1447,0,0,0,1
rc_201.1,10,final-feasible,7,4,449.893,0,10.0559,27.0026,0,0,0,1
rc_201.1,10,final-feasible,7,11,445.8462,4.04679999999996,14.6056,78.397,0,0,1,1
rc_201.1,10,final-feasible,7,3,449.893,0,10.0027,120,0,42.397,0,1
rc_201.1,10,final-feasible,7,16,449.893,0,10.004,116.9773,0,0,0,1
rc_201.1,11,first-feasible,8,14,476.6881,61.6011999999999,73.9264,119.9488,0,0,1,1
rc_201.1,11,first-feasible,8,15,531.2821,7.00720000000001,25.1918,45.8933,0,0,0,1
rc_201.1,11,first-feasible,8,19,536.145,2.14430000000004,15.3915,120,0,0.6738,0,1
rc_201.1,11,first-feasible,8,10,538.2893,0,17.6572,36.6265,0,0,0,1
rc_201.1,11,first-feasible,8,9,535.0653,3.22400000000005,13.2982,101.1862,0,0,0,1
rc_201.1,11,first-feasible,8,5,538.2893,0,16.4279,65.1862,0,0,0,1
rc_201.1,11,first-feasible,8,6,538.2893,0,11.2287,52.3552,0,0,0,1
rc_201.1,11,first-feasible,8,8,538.2893,0,14,120,0,15.3552,0,1
rc_201.1,11,first-feasible,8,7,532.8111,5.47820000000002,15.4782,52.6148,0,0,0,1
rc_201.1,11,first-feasible,8,17,538.2893,0,29.3892,89.689,0,0,0,1
rc_201.1,11,first-feasible,8,18,525.053,13.2363,25.9298,49.4235,0,0,0,1
rc_201.1,11,first-feasible,8,12,532.6857,5.60360000000003,16.5762,87.9895,0,0,0,1
rc_201.1,11,first-feasible,8,20,522.3365,15.9528,26.1154,87.4455,0,0,0,1
rc_201.1,11,first-feasible,8,2,538.2893,0,22.5912,42.273,0,0,0,1
rc_201.1,11,first-feasible,8,4,538.2893,0,10.4993,61.5026999999999,0,0,0,1
rc_201.1,11,first-feasible,8,13,538.2893,0,37.7626,59.3606,0,0,0,1
rc_201.1,11,first-feasible,8,3,537.3633,0.925999999999931,10.9287,120,0,53.7401,0,1
rc_201.1,11,first-feasible,8,11,532.4074,5.88189999999997,15.9973,10,0,0,0,1
rc_201.1,11,first-feasible,8,16,538.2893,0,10.0058,100.98,0,0,0,1
rc_201.1,12,final-feasible,8,15,445.3805,0,11.1644,119.8197,0,0,1,0
rc_201.1,12,final-feasible,8,19,445.3805,0,13.2472,120,0,74.6002,0,0
rc_201.1,12,final-feasible,8,14,445.3805,0,12.3252,13.9168,0,0,0,0
rc_201.1,12,final-feasible,8,10,445.3805,0,13.5967,24.3013,0,0,0,0
rc_201.1,12,final-feasible,8,9,445.3805,0,11.26,88.861,0,0,0,0
rc_201.1,12,final-feasible,8,7,445.3805,0,10,105.861,0,0,0,0
rc_201.1,12,final-feasible,8,5,445.3805,0,15.4458,42.861,0,0,0,0
rc_201.1,12,final-feasible,8,6,445.3805,0,11.2287,30.03,0,0,0,0
rc_201.1,12,final-feasible,8,8,445.3805,0,10.3697,113.03,0,0,0,0
rc_201.1,12,final-feasible,8,17,445.3805,0,29.8976,98.1972,0,0,0,0
rc_201.1,12,final-feasible,8,20,445.3805,0,13.8006,120,0,25.1709,0,0
rc_201.1,12,final-feasible,8,12,445.3805,0,16.5762,83.456,0,0,0,0
rc_201.1,12,final-feasible,8,18,445.3805,0,18.2971,6.02199999999999,0,0,0,0
rc_201.1,12,final-feasible,8,2,445.3805,0,16.7443,45.5578,0,0,0,0
rc_201.1,12,final-feasible,8,11,445.3805,0,10.1154,120,0,13.2777,0,0
rc_201.1,12,final-feasible,8,4,445.3805,0,10.0559,41.3944,0,0,0,0
rc_201.1,12,final-feasible,8,13,445.3805,0,37.7626,39.2523,0,0,0,0
rc_201.1,12,final-feasible,8,3,445.3805,0,31.3644,120,0,33.6318,0,0
rc_201.1,12,final-feasible,8,16,445.3805,0,10.004,116.9773,0,0,0,0
rc_201.1,13,first-feasible,9,14,580.1753,7.00720000000001,73.9264,119.9488,0,0,0,1
rc_201.1,13,first-feasible,9,15,580.1753,7.00720000000001,25.1918,45.8933,0,0,0,1
rc_201.1,13,first-feasible,9,19,587.1825,0,17.1408,120,0,0.6738,0,1
rc_201.1,13,first-feasible,9,9,574.0333,13.1492000000001,23.2234,118.8434,0,0,0,1
rc_201.1,13,first-feasible,9,10,577.2573,9.9251999999999,27.5824,13.4031,0,0,0,1
rc_201.1,13,first-feasible,9,5,581.2575,5.92499999999995,21.3708,55.261,0,0,0,1
rc_201.1,13,first-feasible,9,6,581.2575,5.92499999999995,16.2162,42.43,0,0,0,1
rc_201.1,13,first-feasible,9,7,587.1825,0,11.8479,72.0448,0,0,0,1
rc_201.1,13,first-feasible,9,17,562.6208,24.5617,58.3734,109.119,0,0,0,1
rc_201.1,13,first-feasible,9,8,561.3286,25.8539,39.8539,50.2862,0,0,1,1
rc_201.1,13,first-feasible,9,18,587.1825,0,10.1445,28.9996,0,0,0,1
rc_201.1,13,first-feasible,9,2,573.1424,14.0400999999999,36.6313,68.5354,0,0,0,1
rc_201.1,13,first-feasible,9,12,586.2137,0.968799999999874,10.9726,30.9343,0,0,0,1
rc_201.1,13,first-feasible,9,20,574.175,13.0074999999999,27.0842,30.3903,0,0,0,1
rc_201.1,13,first-feasible,9,4,587.1825,0,15.4331,27.0387,0,0,0,1
rc_201.1,13,first-feasible,9,13,587.1825,0,38.2283,24.8966,0,0,0,1
rc_201.1,13,first-feasible,9,11,585.0717,2.11080000000004,15.0713,40.2048,0,0,0,1
rc_201.1,13,first-feasible,9,3,587.1825,0,10.0027,120,0,4.20479999999998,0,1
rc_201.1,13,first-feasible,9,16,587.1825,0,10.004,116.9773,0,0,0,1
rc_201.1,14,first-feasible,10,15,460.3171,0,11.1644,119.8197,0,0,0,1
rc_201.1,14,first-feasible,10,19,460.3171,0,13.2472,120,0,74.6002,0,1
rc_201.1,14,first-feasible,10,14,460.3171,0,12.3252,13.9168,0,0,0,1
rc_201.1,14,first-feasible,10,10,460.3171,0,10.4254,24.3013,0,0,0,1
rc_201.1,14,first-feasible,10,6,460.3171,0,14.5651,74.699,0,0,0,1
rc_201.1,14,first-feasible,10,9,456.914,3.40309999999999,17.4031,74.2959,0,0,0,1
rc_201.1,14,first-feasible,10,8,459.007,1.31010000000003,16.6023,120,0,20.2959,0,1
rc_201.1,14,first-feasible,10,5,458.5279,1.78920000000005,18.2171,1.39769999999999,0,0,0,1
rc_201.1,14,first-feasible,10,7,460.3171,0,10.1453,34.3977,0,0,0,1
rc_201.1,14,first-feasible,10,17,460.3171,0,26.4055,71.4719,0,0,0,1
rc_201.1,14,first-feasible,10,20,460.3171,0,10.1626,118.4456,0,0,0,1
rc_201.1,14,first-feasible,10,18,456.3224,3.99469999999997,22.2918,21.0438,0,0,0,1
rc_201.1,14,first-feasible,10,12,456.3224,3.99469999999997,20.5709,59.6098,0,0,0,1
rc_201.1,14,first-feasible,10,2,460.3171,0,27.5191,40.0087,0,0,0,1
rc_201.1,14,first-feasible,10,13,460.3171,0,37.7849,67.5956,0,0,0,1
rc_201.1,14,first-feasible,10,4,460.3171,0,10.0559,21.4535000000001,0,0,0,1
rc_201.1,14,first-feasible,10,11,456.2703,4.04679999999996,14.6056,72.8479000000001,0,0,1,1
rc_201.1,14,first-feasible,10,3,460.3171,0,10.0027,120,0,36.8479000000001,0,1
rc_201.1,14,first-feasible,10,16,460.3171,0,10.004,116.9773,0,0,0,1
rc_201.1,15,first-feasible,11,15,576.1266,0,21.9036,119.8197,0,0,0,1
rc_201.1,15,first-feasible,11,10,547.0223,29.1043000000001,46.7615,120,0,6.6182,0,1
rc_201.1,15,first-feasible,11,14,576.1266,0,12.3252,48.3845,0,0,0,1
rc_201.1,15,first-feasible,11,19,576.1266,0,63.7807,74.3013,0,0,0,1
rc_201.1,15,first-feasible,11,9,576.1266,0,10.0188,73.1447,0,0,0,1
rc_201.1,15,first-feasible,11,5,576.1266,0,20.6023,37.1447,0,0,0,1
rc_201.1,15,first-feasible,11,8,573.3553,2.7713,16.7713,118.5424,0,0,0,1
rc_201.1,15,first-feasible,11,6,573.3553,2.7713,14,7.54239999999999,0,0,0,1
rc_201.1,15,first-feasible,11,7,576.1266,0,11.8479,37.1572,0,0,0,1
rc_201.1,15,first-feasible,11,17,576.1266,0,22.6166,74.2314,0,0,0,1
rc_201.1,15,first-feasible,11,12,573.2902,2.83640000000014,12.9382,98.4617,0,0,0,1
rc_201.1,15,first-feasible,11,18,576.1266,0,18.2971,21.0277,0,0,0,1
rc_201.1,15,first-feasible,11,2,553.6378,22.4888000000001,42.2349,60.5635,0,0,0,1
rc_201.1,15,first-feasible,11,20,537.3283,38.7983,52.5989,33.391,0,0,1,1
rc_201.1,15,first-feasible,11,11,576.1266,0,12.9605,95.6845,0,0,0,1
rc_201.1,15,first-feasible,11,4,576.1266,0,10.0559,17.0789,0,0,0,1
rc_201.1,15,first-feasible,11,13,576.1266,0,37.7626,14.9367999999999,0,0,0,1
rc_201.1,15,first-feasible,11,3,576.1266,0,31.3644,120,0,9.31629999999996,0,1
rc_201.1,15,first-feasible,11,16,576.1266,0,10.004,116.9773,0,0,0,1
rc_201.1,16,final-feasible,11,15,449.055,0,11.1644,119.8197,0,0,0,1
rc_201.1,16,final-feasible,11,19,449.055,0,13.2472,120,0,74.6002,0,1
rc_201.1,16,final-feasible,11,14,449.055,0,12.3252,13.9168,0,0,0,1
rc_201.1,16,final-feasible,11,10,449.055,0,10.4254,24.3013,0,0,0,1
rc_201.1,16,final-feasible,11,6,449.055,0,10.2912,74.699,0,0,0,1
rc_201.1,16,final-feasible,11,5,449.055,0,15.4458,55.868,0,0,0,1
rc_201.1,16,final-feasible,11,7,449.055,0,10,88.868,0,0,0,1
rc_201.1,16,final-feasible,11,9,449.055,0,11.6148,47.868,0,0,0,1
rc_201.1,16,final-feasible,11,8,449.055,0,16.8328,113.868,0,0,0,1
rc_201.1,16,final-feasible,11,17,449.055,0,29.8976,99.0352,0,0,0,1
rc_201.1,16,final-feasible,11,20,449.055,0,13.8006,120,0,26.0089,0,1
rc_201.1,16,final-feasible,11,12,449.055,0,16.5762,83.456,0,0,0,1
rc_201.1,16,final-feasible,11,18,449.055,0,18.2971,6.02199999999999,0,0,0,1
rc_201.1,16,final-feasible,11,2,449.055,0,19.1817,45.5578,0,0,0,1
rc_201.1,16,final-feasible,11,13,449.055,0,37.7849,73.1447,0,0,0,1
rc_201.1,16,final-feasible,11,4,449.055,0,10.0559,27.0026,0,0,0,1
rc_201.1,16,final-feasible,11,11,445.0082,4.04679999999996,14.6056,78.397,0,0,1,1
rc_201.1,16,final-feasible,11,3,449.055,0,10.0027,120,0,42.397,0,1
rc_201.1,16,final-feasible,11,16,449.055,0,10.004,116.9773,0,0,0,1
rc_201.1,17,first-feasible,12,15,489.0971,0,11.1644,119.8197,0,0,0,1
rc_201.1,17,first-feasible,12,19,489.0971,0,13.2472,120,0,74.6002,0,1
